万得代码,交易所代码,自然日,时间,成交价,成交量,成交额,成交笔数,IOPV,成交标志,BS标志,当日累计成交量,当日成交额,最高价,最低价,开盘价,前收盘,申卖价1,申卖价2,申卖价3,申卖价4,申卖价5,申卖价6,申卖价7,申卖价8,申卖价9,申卖价10,申卖量1,申卖量2,申卖量3,申卖量4,申卖量5,申卖量6,申卖量7,申卖量8,申卖量9,申卖量10,申买价1,申买价2,申买价3,申买价4,申买价5,申买价6,申买价7,申买价8,申买价9,申买价10,申买量1,申买量2,申买量3,申买量4,申买量5,申买量6,申买量7,申买量8,申买量9,申买量10,加权平均叫卖价,加权平均叫买价,叫卖总量,叫买总量,不加权指数,品种总数,上涨品种数,下跌品种数,持平品种数,
300233.SZ,300233,20250506,91500000,0,0,0,0,0,,,0,0,0,0,0,157000,159100,0,0,0,0,0,0,0,0,0,1800,0,0,0,0,0,0,0,0,0,159100,0,0,0,0,0,0,0,0,0,1800,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300233.SZ,300233,20250506,91500000,0,0,0,0,0,,,0,0,0,0,0,157000,159100,0,0,0,0,0,0,0,0,0,1800,0,0,0,0,0,0,0,0,0,159100,0,0,0,0,0,0,0,0,0,1800,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300233.SZ,300233,20250506,91509000,0,0,0,0,0,,,0,0,0,0,0,157000,157200,0,0,0,0,0,0,0,0,0,4000,0,0,0,0,0,0,0,0,0,157200,0,0,0,0,0,0,0,0,0,4000,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300233.SZ,300233,20250506,91536000,0,0,0,0,0,,,0,0,0,0,0,157000,157000,0,0,0,0,0,0,0,0,0,8400,0,0,0,0,0,0,0,0,0,157000,0,0,0,0,0,0,0,0,0,8400,5800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300233.SZ,300233,20250506,91554000,0,0,0,0,0,,,0,0,0,0,0,157000,157000,0,0,0,0,0,0,0,0,0,8400,0,0,0,0,0,0,0,0,0,157000,0,0,0,0,0,0,0,0,0,8400,5900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300233.SZ,300233,20250506,91612000,0,0,0,0,0,,,0,0,0,0,0,157000,157200,0,0,0,0,0,0,0,0,0,4000,0,0,0,0,0,0,0,0,0,157200,0,0,0,0,0,0,0,0,0,4000,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300233.SZ,300233,20250506,91742000,0,0,0,0,0,,,0,0,0,0,0,157000,157200,0,0,0,0,0,0,0,0,0,4000,0,0,0,0,0,0,0,0,0,157200,0,0,0,0,0,0,0,0,0,4000,8200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300233.SZ,300233,20250506,91836000,0,0,0,0,0,,,0,0,0,0,0,157000,157200,0,0,0,0,0,0,0,0,0,4000,0,0,0,0,0,0,0,0,0,157200,0,0,0,0,0,0,0,0,0,4000,18200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300233.SZ,300233,20250506,91948000,0,0,0,0,0,,,0,0,0,0,0,157000,157500,0,0,0,0,0,0,0,0,0,4000,0,0,0,0,0,0,0,0,0,157500,0,0,0,0,0,0,0,0,0,4000,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300233.SZ,300233,20250506,92000000,0,0,0,0,0,,,0,0,0,0,0,157000,157500,0,0,0,0,0,0,0,0,0,4000,0,0,0,0,0,0,0,0,0,157500,0,0,0,0,0,0,0,0,0,4000,6400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300233.SZ,300233,20250506,92009000,0,0,0,0,0,,,0,0,0,0,0,157000,157500,0,0,0,0,0,0,0,0,0,4300,0,0,0,0,0,0,0,0,0,157500,0,0,0,0,0,0,0,0,0,4300,6100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300233.SZ,300233,20250506,92018000,0,0,0,0,0,,,0,0,0,0,0,157000,157500,0,0,0,0,0,0,0,0,0,4300,0,0,0,0,0,0,0,0,0,157500,0,0,0,0,0,0,0,0,0,4300,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300233.SZ,300233,20250506,92036000,0,0,0,0,0,,,0,0,0,0,0,157000,157500,0,0,0,0,0,0,0,0,0,4300,0,0,0,0,0,0,0,0,0,157500,0,0,0,0,0,0,0,0,0,4300,16500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300233.SZ,300233,20250506,92054000,0,0,0,0,0,,,0,0,0,0,0,157000,157500,0,0,0,0,0,0,0,0,0,4300,0,0,0,0,0,0,0,0,0,157500,0,0,0,0,0,0,0,0,0,4300,16800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300233.SZ,300233,20250506,92103000,0,0,0,0,0,,,0,0,0,0,0,157000,157500,0,0,0,0,0,0,0,0,0,4300,0,0,0,0,0,0,0,0,0,157500,0,0,0,0,0,0,0,0,0,4300,36800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300233.SZ,300233,20250506,92112000,0,0,0,0,0,,,0,0,0,0,0,157000,157500,0,0,0,0,0,0,0,0,0,4700,0,0,0,0,0,0,0,0,0,157500,0,0,0,0,0,0,0,0,0,4700,36400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300233.SZ,300233,20250506,92121000,0,0,0,0,0,,,0,0,0,0,0,157000,157500,0,0,0,0,0,0,0,0,0,4700,0,0,0,0,0,0,0,0,0,157500,0,0,0,0,0,0,0,0,0,4700,36700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300233.SZ,300233,20250506,92139000,0,0,0,0,0,,,0,0,0,0,0,157000,158000,0,0,0,0,0,0,0,0,0,8100,2000,0,0,0,0,0,0,0,0,158000,0,0,0,0,0,0,0,0,0,8100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300233.SZ,300233,20250506,92157000,0,0,0,0,0,,,0,0,0,0,0,157000,158000,0,0,0,0,0,0,0,0,0,8100,14300,0,0,0,0,0,0,0,0,158000,0,0,0,0,0,0,0,0,0,8100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300233.SZ,300233,20250506,92206000,0,0,0,0,0,,,0,0,0,0,0,157000,158000,0,0,0,0,0,0,0,0,0,9100,15300,0,0,0,0,0,0,0,0,158000,0,0,0,0,0,0,0,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300233.SZ,300233,20250506,92215000,0,0,0,0,0,,,0,0,0,0,0,157000,158000,0,0,0,0,0,0,0,0,0,9100,15400,0,0,0,0,0,0,0,0,158000,0,0,0,0,0,0,0,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300233.SZ,300233,20250506,92224000,0,0,0,0,0,,,0,0,0,0,0,157000,158000,0,0,0,0,0,0,0,0,0,25000,0,0,0,0,0,0,0,0,0,158000,0,0,0,0,0,0,0,0,0,25000,3100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300233.SZ,300233,20250506,92233000,0,0,0,0,0,,,0,0,0,0,0,157000,158000,0,0,0,0,0,0,0,0,0,29600,0,0,0,0,0,0,0,0,0,158000,0,0,0,0,0,0,0,0,0,29600,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300233.SZ,300233,20250506,92242000,0,0,0,0,0,,,0,0,0,0,0,157000,158000,0,0,0,0,0,0,0,0,0,31900,1100,0,0,0,0,0,0,0,0,158000,0,0,0,0,0,0,0,0,0,31900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300233.SZ,300233,20250506,92300000,0,0,0,0,0,,,0,0,0,0,0,157000,158000,0,0,0,0,0,0,0,0,0,32500,500,0,0,0,0,0,0,0,0,158000,0,0,0,0,0,0,0,0,0,32500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300233.SZ,300233,20250506,92309000,0,0,0,0,0,,,0,0,0,0,0,157000,158000,0,0,0,0,0,0,0,0,0,32500,1500,0,0,0,0,0,0,0,0,158000,0,0,0,0,0,0,0,0,0,32500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300233.SZ,300233,20250506,92318000,0,0,0,0,0,,,0,0,0,0,0,157000,158000,0,0,0,0,0,0,0,0,0,34000,0,0,0,0,0,0,0,0,0,158000,0,0,0,0,0,0,0,0,0,34000,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300233.SZ,300233,20250506,92327000,0,0,0,0,0,,,0,0,0,0,0,157000,158000,0,0,0,0,0,0,0,0,0,34000,0,0,0,0,0,0,0,0,0,158000,0,0,0,0,0,0,0,0,0,34000,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300233.SZ,300233,20250506,92336000,0,0,0,0,0,,,0,0,0,0,0,157000,158000,0,0,0,0,0,0,0,0,0,37000,7300,0,0,0,0,0,0,0,0,158000,0,0,0,0,0,0,0,0,0,37000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300233.SZ,300233,20250506,92345000,0,0,0,0,0,,,0,0,0,0,0,157000,158000,0,0,0,0,0,0,0,0,0,38000,6300,0,0,0,0,0,0,0,0,158000,0,0,0,0,0,0,0,0,0,38000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300233.SZ,300233,20250506,92354000,0,0,0,0,0,,,0,0,0,0,0,157000,158000,0,0,0,0,0,0,0,0,0,48000,4600,0,0,0,0,0,0,0,0,158000,0,0,0,0,0,0,0,0,0,48000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300233.SZ,300233,20250506,92403000,0,0,0,0,0,,,0,0,0,0,0,157000,158000,0,0,0,0,0,0,0,0,0,49300,4400,0,0,0,0,0,0,0,0,158000,0,0,0,0,0,0,0,0,0,49300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300233.SZ,300233,20250506,92412000,0,0,0,0,0,,,0,0,0,0,0,157000,158000,0,0,0,0,0,0,0,0,0,49300,5500,0,0,0,0,0,0,0,0,158000,0,0,0,0,0,0,0,0,0,49300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300233.SZ,300233,20250506,92421000,0,0,0,0,0,,,0,0,0,0,0,157000,158000,0,0,0,0,0,0,0,0,0,51300,13100,0,0,0,0,0,0,0,0,158000,0,0,0,0,0,0,0,0,0,51300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300233.SZ,300233,20250506,92430000,0,0,0,0,0,,,0,0,0,0,0,157000,158000,0,0,0,0,0,0,0,0,0,55700,15100,0,0,0,0,0,0,0,0,158000,0,0,0,0,0,0,0,0,0,55700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300233.SZ,300233,20250506,92439000,0,0,0,0,0,,,0,0,0,0,0,157000,158000,0,0,0,0,0,0,0,0,0,61300,14600,0,0,0,0,0,0,0,0,158000,0,0,0,0,0,0,0,0,0,61300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300233.SZ,300233,20250506,92448000,0,0,0,0,0,,,0,0,0,0,0,157000,158000,0,0,0,0,0,0,0,0,0,82000,0,0,0,0,0,0,0,0,0,158000,0,0,0,0,0,0,0,0,0,82000,27100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300233.SZ,300233,20250506,92457000,0,0,0,0,0,,,0,0,0,0,0,157000,158000,0,0,0,0,0,0,0,0,0,157600,0,0,0,0,0,0,0,0,0,158000,0,0,0,0,0,0,0,0,0,157600,22800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300233.SZ,300233,20250506,92500000,158000,220200,3479160,111,0,,,220200,3479160,158000,158000,158000,157000,158200,158300,158600,158800,159000,159100,159200,159300,159400,159500,200,7700,3000,500,500,2000,300,200,800,1100,158000,157600,157500,157300,157200,157100,157000,156800,156100,156000,41800,500,46300,1000,19200,900,16900,2800,3900,19100,177500,152800,751200,336800,0,0,0,0,0,
300233.SZ,300233,20250506,92500000,158000,0,0,111,0,,,220200,3479160,158000,158000,158000,157000,158200,158300,158600,158800,159000,159100,159200,159300,159400,159500,200,7700,3000,500,500,2000,300,200,800,1100,158000,157600,157500,157300,157200,157100,157000,156800,156100,156000,41800,500,46300,1000,19200,900,16900,2800,3900,19100,177500,152800,751200,336800,0,0,0,0,0,
300233.SZ,300233,20250506,93000000,159300,124600,1979739,185,0,,,344800,5458899,159400,158000,158000,157000,159400,159500,159700,159800,159900,160000,160500,160600,160800,160900,2300,8400,10500,5800,1600,5400,2500,6600,1200,1200,159300,159000,158900,158600,158500,158400,158300,158200,158100,158000,9600,14500,129500,3900,300,311800,10100,50400,6800,75400,175600,156200,1018500,977400,0,0,0,0,0,
300233.SZ,300233,20250506,93000000,159300,0,0,185,0,,,344800,5458899,159400,158000,158000,157000,159400,159500,159700,159800,159900,160000,160500,160600,160800,160900,2300,8400,10500,5800,1600,5400,2500,6600,1200,1200,159300,159000,158900,158600,158500,158400,158300,158200,158100,158000,9600,14500,129500,3900,300,311800,10100,50400,6800,75400,175600,156200,1018500,977400,0,0,0,0,0,
300233.SZ,300233,20250506,93003000,159400,35300,562991,241,0,,,380100,6021890,159700,158000,158000,157000,159700,159800,159900,160000,160500,160600,160800,160900,161000,161200,12200,6700,4200,25100,2500,6600,1200,1200,15700,10200,159500,159400,159300,159100,159000,158900,158800,158600,158500,158400,100,20000,21700,200,29400,130300,100,3900,2700,97900,174600,156000,1116300,918900,0,0,0,0,0,
300233.SZ,300233,20250506,93006000,159700,70100,1119733,341,0,,,450200,7141623,160000,158000,158000,157000,160000,160200,160500,160600,160800,160900,161000,161200,161300,161400,24500,2300,12500,6600,1800,1200,15700,10200,1000,400,159700,159600,159500,159400,159300,159100,159000,158900,158800,158600,107800,900,23100,19600,22200,5800,28700,46800,100,4800,174600,156200,1136800,989000,0,0,0,0,0,
300233.SZ,300233,20250506,93009000,160500,53200,851967,392,0,,,503400,7993590,160500,158000,158000,157000,160600,160800,160900,161000,161200,161300,161400,161500,161600,161800,6600,1800,1200,15700,10200,1000,400,1100,15100,10500,160500,160300,160000,159900,159800,159700,159600,159500,159400,159300,400,60400,36800,1800,2400,116300,100,23900,19400,22200,175200,156300,1090200,955800,0,0,0,0,0,
300233.SZ,300233,20250506,93012000,160900,25000,402002,443,0,,,528400,8395592,161000,158000,158000,157000,161000,161200,161300,161400,161500,161600,161800,161900,162000,162100,14600,10200,1000,400,1100,15100,10500,4100,16400,5400,160900,160800,160700,160600,160500,160300,160000,159900,159800,159700,1800,25400,101500,4500,500,60800,22400,1800,1900,97400,175300,156700,1085300,1036000,0,0,0,0,0,
300233.SZ,300233,20250506,93015000,161300,47600,767395,510,0,,,576000,9162987,161500,158000,158000,157000,161500,161600,161800,161900,162000,162100,162200,162300,162400,162500,4900,15100,10500,4100,16400,5400,500,200,1000,7000,161300,161200,161000,160900,160800,160700,160600,160500,160300,160000,24800,200,53100,13800,100,101500,2100,500,60800,18200,175600,157000,1065600,1112200,0,0,0,0,0,
300233.SZ,300233,20250506,93018000,161500,28100,453823,571,0,,,604100,9616810,161600,158000,158000,157000,161600,161800,161900,162000,162100,162200,162300,162400,162500,162600,13100,10500,4100,16400,5400,500,200,1000,7000,2800,161500,161400,161300,161000,160900,160800,160700,160600,160500,160300,3800,800,38200,56400,12400,100,116700,2100,1500,60800,175700,157100,1059700,1097200,0,0,0,0,0,
300233.SZ,300233,20250506,93021000,161500,62600,1011381,715,0,,,666700,10628191,161800,158000,158000,157000,161800,161900,162000,162100,162200,162300,162400,162500,162600,162700,8700,7300,15600,5400,500,200,1000,7000,2800,500,161500,161400,161300,161000,160900,160800,160700,160600,160500,160300,22800,900,43200,39300,12400,100,141300,2100,2100,60800,176200,157000,1062700,1047700,0,0,0,0,0,
300233.SZ,300233,20250506,93024000,161500,85800,1386188,849,0,,,752500,12014379,161900,158000,158000,157000,161900,162000,162100,162200,162300,162400,162500,162600,162700,162800,6800,15600,7400,500,200,1000,7000,2800,500,10100,161500,161400,161300,161000,160900,160700,160600,160500,160300,160000,6000,41100,30500,39300,18200,141300,1300,1600,35400,18200,176200,156900,1063100,984000,0,0,0,0,0,
300233.SZ,300233,20250506,93027000,161600,52600,849981,961,0,,,805100,12864360,161900,158000,158000,157000,161800,161900,162000,162100,162200,162300,162400,162500,162600,162700,20200,8300,25700,7400,500,300,1000,7000,2800,500,161600,161500,161400,161300,161000,160900,160700,160600,160500,160300,1300,2000,63300,30500,39300,17800,141300,1300,1600,35400,175800,156900,1094800,988300,0,0,0,0,0,
300233.SZ,300233,20250506,93030000,161600,114900,1857764,1087,0,,,920000,14722124,161900,158000,158000,157000,161800,161900,162000,162100,162200,162300,162400,162500,162600,162700,10900,9900,26300,2000,500,300,1000,7000,2800,500,161600,161500,161400,161300,161000,160900,160700,160600,160500,160300,7800,2000,63300,30500,9000,14400,137800,1300,1600,35400,175900,156800,1082300,947300,0,0,0,0,0,
300233.SZ,300233,20250506,93033000,161600,51600,834285,1149,0,,,971600,15556409,161900,158000,158000,157000,161700,161800,161900,162000,162100,162200,162300,162400,162500,162600,1100,3000,11500,27300,2000,500,1600,1000,9000,2800,161600,161500,161400,161300,161000,160900,160700,160600,160500,160300,15900,3200,63300,23600,9000,8300,134300,1300,1600,35000,176000,156700,1075700,937300,0,0,0,0,0,
300233.SZ,300233,20250506,93036000,161900,107100,1732072,1267,0,,,1078700,17288481,162000,158000,158000,157000,162000,162100,162200,162300,162400,162500,162600,162700,162800,162900,24600,2000,500,1600,1000,9500,2800,500,10100,1000,161900,161800,161700,161600,161500,161400,161300,161000,160900,160700,5800,5500,24800,62500,3200,63300,18600,9000,8300,117900,176100,157000,1067100,988500,0,0,0,0,0,
300233.SZ,300233,20250506,93039000,162200,97000,1570075,1366,0,,,1175700,18858556,162200,158000,158000,157000,162300,162400,162500,162600,162700,162800,162900,163000,163200,163300,1600,1000,9500,2800,500,10100,1000,29300,1000,1000,162200,162100,162000,161800,161700,161600,161500,161400,161300,161000,5900,26400,5300,7000,1200,97600,3200,63300,18600,7700,176500,157200,1041500,1025800,0,0,0,0,0,
300233.SZ,300233,20250506,93042000,162600,76300,1238253,1501,0,,,1252000,20096809,162600,158000,158000,157000,162700,162800,162900,163000,163200,163300,163400,163500,163600,163700,800,10100,1000,29300,1000,1000,6800,1500,27200,400,162500,162400,162300,162100,162000,161800,161700,161600,161500,161400,3500,2400,9000,2100,32200,48200,1400,97600,3200,63300,176500,157300,1046100,1031900,0,0,0,0,0,
300233.SZ,300233,20250506,93045000,162900,67800,1104546,1556,0,,,1319800,21201355,163300,158000,158000,157000,163400,163500,163600,163700,163800,163900,164000,164500,164700,164800,6800,1500,37200,400,7300,15700,7800,200,10300,3400,162900,162400,162300,162000,161800,161700,161600,161500,161400,161300,3900,200,11400,32200,67400,1400,97600,3200,35900,13800,177100,157200,1040400,1009200,0,0,0,0,0,
300233.SZ,300233,20250506,93048000,163800,76700,1253946,1600,0,,,1396500,22455301,163900,158000,158000,157000,163900,164000,164500,164700,164800,164900,165000,165200,165500,165600,15600,7800,200,10300,18900,11100,12800,1300,10000,4800,163800,163700,163100,163000,162900,162700,162300,162000,161800,161700,4400,3600,900,18500,5300,2100,9400,25000,90900,1400,177500,157500,1024100,1029000,0,0,0,0,0,
300233.SZ,300233,20250506,93051000,163700,47800,781903,1665,0,,,1444300,23237204,164000,158000,158000,157000,163700,163800,163900,164000,164500,164700,164800,164900,165000,165200,48200,200,36300,4700,200,12300,18900,41000,13800,1300,163100,163000,162900,162700,162300,162000,161800,161700,161600,161500,2600,15800,11100,2000,1000,300,123000,300,97000,1700,176300,157400,1134400,984100,0,0,0,0,0,
300233.SZ,300233,20250506,93054000,162900,51000,832726,1746,0,,,1495300,24069930,164000,158000,158000,157000,163700,163800,163900,164000,164500,164700,164800,164900,165000,165200,33400,20300,36300,4700,3000,14300,18900,41000,13800,1300,162900,162700,162300,162000,161800,161700,161600,161500,161000,160900,9300,2000,1000,300,141200,300,97600,1500,7200,1000,176100,157000,1148300,877800,0,0,0,0,0,
300233.SZ,300233,20250506,93057000,163100,75600,1234728,1839,0,,,1570900,25304658,164000,158000,158000,157000,163700,163800,163900,164000,164500,164600,164700,164800,164900,165000,13700,39900,41300,26100,3000,200,14300,23300,41000,13800,162700,162300,162000,161800,161700,161600,161500,161000,160900,160500,2000,2200,300,151500,300,97600,1500,7200,1000,1000,175800,156900,1179000,859400,0,0,0,0,0,
300233.SZ,300233,20250506,93100000,163800,159200,2602258,1934,0,,,1730100,27906916,164000,158000,158000,157000,163800,163900,164000,164500,164600,164700,164800,164900,165000,165200,100,41300,26100,3000,1200,5000,23300,41000,13800,1300,163600,163200,163100,163000,162800,162700,162200,161800,161700,161600,2400,100,4900,82300,300,300,15300,165600,300,62500,176500,157500,1121300,919500,0,0,0,0,0,
300233.SZ,300233,20250506,93103000,164000,180100,2949439,2165,0,,,1910200,30856355,164500,158000,158000,157000,164100,164400,164500,164600,164700,164800,164900,165000,165200,165500,500,700,2300,1200,5000,23500,41000,13800,1300,12500,164000,163900,163700,163600,163500,163100,163000,162900,162800,162700,9900,300,1100,3200,3000,1500,68900,1000,300,300,177300,157500,1067400,918300,0,0,0,0,0,
300233.SZ,300233,20250506,93106000,162900,222400,3613735,2236,0,,,2132600,34470090,164500,158000,158000,157000,163600,163700,163800,163900,164000,164100,164300,164400,164500,164600,29900,2700,10700,11500,4600,500,5000,700,2300,2200,163000,162900,162800,162200,162100,162000,161900,161800,161700,161600,100,900,1600,64000,10900,24000,20100,59400,300,61900,176500,156800,1134100,805700,0,0,0,0,0,
300233.SZ,300233,20250506,93109000,162900,7200,117208,2248,0,,,2139800,34587298,164500,158000,158000,157000,162900,163000,163100,163200,163300,163400,163600,163700,163800,163900,6300,300,1000,700,13600,8000,35300,3900,20400,12900,162600,162400,162300,162200,162100,162000,161900,161800,161700,161600,1200,300,1900,64000,9900,24000,19700,59400,300,61900,175600,156800,1247000,805100,0,0,0,0,0,
300233.SZ,300233,20250506,93112000,162800,197100,3194988,2303,0,,,2336900,37782286,164500,158000,158000,157000,162800,162900,163000,163100,163200,163300,163400,163600,163700,163800,15400,7300,10500,1000,700,13600,8000,36700,3900,20400,162200,162100,162000,161900,161800,161700,161600,161500,160900,160500,1200,15600,44200,19700,59400,300,54800,1500,1000,1000,175400,156400,1259200,748200,0,0,0,0,0,
300233.SZ,300233,20250506,93115000,162600,9100,147737,2318,0,,,2346000,37930023,164500,158000,158000,157000,162200,162600,162800,162900,163000,163100,163200,163300,163400,163600,900,4900,14500,7700,16900,2300,11700,13600,8000,37700,162100,161900,161800,161700,161600,161500,160900,160500,160200,160000,13800,19700,59400,300,54800,1500,1000,1000,500,10000,175000,156100,1309900,701200,0,0,0,0,0,
300233.SZ,300233,20250506,93118000,162600,62200,1009143,2453,0,,,2408200,38939166,164500,158000,158000,157000,162600,162800,162900,163000,163100,163200,163300,163400,163600,163700,4000,16700,11000,14300,2300,12100,13600,11100,37700,3900,162500,162400,162300,162200,162100,162000,161900,161800,161700,161600,7400,3800,600,7300,6200,100,12400,45700,300,41100,175100,155900,1322300,677300,0,0,0,0,0,
300233.SZ,300233,20250506,93121000,162200,53900,875676,2559,0,,,2462100,39814842,164500,158000,158000,157000,162500,162600,162700,162800,162900,163000,163100,163200,163300,163400,200,2500,200,12400,11000,15200,2300,1100,13600,11100,162200,162100,162000,161900,161800,161700,161600,161500,160900,160500,1500,2300,2100,11800,45700,900,13700,1000,1000,1000,174600,155500,1361800,638300,0,0,0,0,0,
300233.SZ,300233,20250506,93124000,162100,29700,482695,2590,0,,,2491800,40297537,164500,158000,158000,157000,162500,162600,162700,162800,162900,163000,163100,163200,163300,163400,300,3600,200,12400,3700,12800,2300,1100,13600,11100,162100,162000,161900,161800,161700,161500,160900,160600,160200,160000,1600,2100,4100,45700,900,1000,1000,1000,500,17700,174700,155200,1359200,613700,0,0,0,0,0,
300233.SZ,300233,20250506,93127000,162600,50000,812244,2632,0,,,2541800,41109781,164500,158000,158000,157000,162500,162800,162900,163000,163100,163200,163300,163400,163600,163700,600,12400,2200,14800,2300,1100,13600,11100,35100,3900,162300,162200,162100,162000,161900,161800,161700,161500,160900,160600,15400,9800,2000,22700,4100,45700,300,1000,1000,1000,174500,155700,1418900,658800,0,0,0,0,0,
300233.SZ,300233,20250506,93130000,162900,32400,527087,2669,0,,,2574200,41636868,164500,158000,158000,157000,162900,163000,163100,163200,163300,163400,163600,163700,163800,163900,800,14800,1300,1100,13600,11100,12900,3900,35900,13600,162700,162600,162500,162400,162300,162200,162100,162000,161900,161800,6100,3100,4000,600,33000,9900,1300,23700,4100,46400,174800,156000,1397500,691300,0,0,0,0,0,
300233.SZ,300233,20250506,93133000,163100,34200,556894,2708,0,,,2608400,42193762,164500,158000,158000,157000,163100,163200,163300,163400,163600,163700,163800,163900,164000,164100,1200,1600,13600,11100,12200,3900,37200,13600,65300,3800,162900,162800,162700,162600,162500,162400,162300,162200,162100,162000,200,300,7400,2300,10900,600,33000,9900,1900,24300,174900,156100,1393700,700000,0,0,0,0,0,
300233.SZ,300233,20250506,93136000,162900,45300,737336,2752,0,,,2653700,42931098,164500,158000,158000,157000,163100,163300,163400,163600,163700,163800,163900,164000,164100,164200,1900,11900,11100,12200,3900,50700,13600,65300,3800,1000,162900,162800,162700,162600,162500,162400,162300,162200,162100,162000,1800,8600,300,100,16500,900,33600,9900,1900,24300,174700,156200,1420400,707100,0,0,0,0,0,
300233.SZ,300233,20250506,93139000,162900,79900,1300106,2800,0,,,2733600,44231204,164500,158000,158000,157000,162900,163100,163200,163300,163400,163500,163600,163700,163800,163900,3800,4000,11700,11900,11100,400,12200,3900,51200,13600,162600,162500,162400,162300,162200,162100,162000,161900,161800,161700,600,5100,14900,13400,10000,1900,24400,4100,46400,300,174600,155900,1451400,677100,0,0,0,0,0,
300233.SZ,300233,20250506,93142000,162700,2700,43906,2807,0,,,2736300,44275110,164500,158000,158000,157000,162700,162800,162900,163000,163100,163200,163300,163400,163500,163600,1600,700,20900,10400,13300,3100,12400,11100,400,11200,162600,162500,162400,162300,162200,162100,162000,161900,161800,161700,11100,5100,14900,13400,10000,1900,42300,4100,46400,300,174300,156200,1494300,705500,0,0,0,0,0,
300233.SZ,300233,20250506,93145000,162700,19900,323664,2850,0,,,2756200,44598774,164500,158000,158000,157000,162700,162900,163000,163100,163200,163300,163400,163500,163600,163700,2600,22000,11400,15200,3100,12900,13300,900,11600,4400,162600,162500,162400,162300,162200,162100,162000,161900,161800,161700,2100,5100,14900,13400,12200,1600,42300,4100,39900,300,174200,156100,1510900,691900,0,0,0,0,0,
300233.SZ,300233,20250506,93148000,162600,10600,172303,2870,0,,,2766800,44771077,164500,158000,158000,157000,162600,162700,162800,162900,163000,163100,163200,163300,163400,163500,24600,7200,20700,21600,21100,16200,3100,12900,13300,900,162500,162400,162300,162200,162100,162000,161900,161800,161700,161500,1500,15800,13400,11900,1600,42300,4100,18500,300,1000,173700,155800,1596400,664400,0,0,0,0,0,
300233.SZ,300233,20250506,93151000,162500,21500,349523,2890,0,,,2788300,45120600,164500,158000,158000,157000,162500,162600,162700,162800,162900,163000,163100,163200,163300,163400,2000,13600,16200,21100,21400,20000,16200,3200,12900,21300,162400,162300,162200,162100,162000,161900,161800,161700,161500,161200,13800,13400,11800,1600,42300,4100,11000,300,1000,100,173700,155800,1593300,669300,0,0,0,0,0,
